Field_ID,Area_m2,Area_ha,Suitability_Class,Final_Score,Water_Access,Water_Score,Soil_Score,Terrain_Score,Stream_Distance_m,Texture,pH,Tier,Primary_Crop,Secondary_Crop,Kharif_Recommendation,Rabi_Recommendation,Limiting_Factor,Key_Interventions,WKT
7,3186,0.32,Marginally Suitable,2.15,Very Low Access,1,3,4,905.9,Clay Loam,8.133333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3639305915826 26.220252711198576, 66.36391415483554 26.220538994740245, 66.36301966960575 26.220567400456794, 66.36296745350714 26.22023944794502, 66.3639305915826 26.220252711198576))"
57,3225,0.32,Marginally Suitable,2.15,Very Low Access,1,3,4,689.8,Clay Loam,8.100000381469727,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36454102183524 26.218508037323986, 66.36499834550207 26.218489510039475, 66.36486167506602 26.219261908958032, 66.36463864351587 26.219244421559228, 66.3644821764025 26.21869505454907, 66.364474729913 26.21858294107943, 66.36454102183524 26.218508037323986))"
82,3247,0.32,Moderately Suitable,2.75,Moderate Access,3,3,4,126.3,Clay Loam,8.153333333333332,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37476314854193 26.21487883205714, 66.37552561092951 26.215421334389358, 66.37549382650727 26.215510288497217, 66.37468159890999 26.215414856257947, 66.37459532704052 26.21527440194344, 66.37476314854193 26.21487883205714))"
210,3251,0.33,Marginally Suitable,2.4,Moderate Access,3,2,4,174.9,Clay Loam,8.120833333333332,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Soil Quality (alkalinity, low organic carbon)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37106799949376 26.207613095563147, 66.3709592068284 26.20803662396812, 66.37031126430448 26.207921758948107, 66.37031734869471 26.207872613921143, 66.37033841703152 26.207819197829593, 66.37034949607101 26.207765661192234, 66.37034059651468 26.20772070238853, 66.37032188928447 26.207671075511197, 66.37029328356957 26.207616849616592, 66.37016651032368 26.207511517815007, 66.37106799949376 26.207613095563147))"
324,3256,0.33,Moderately Suitable,2.75,Moderate Access,3,3,4,204.9,Clay Loam,8.133333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35657969070519 26.203168175567253, 66.35657978151474 26.203163697330947, 66.35779681259234 26.20336078752195, 66.35772679827157 26.20360590540242, 66.35730616767366 26.203539905064616, 66.35662909110901 26.203402036590383, 66.35656098393576 26.2033380765971, 66.35657969070519 26.203168175567253))"
321,3271,0.33,Moderately Suitable,2.5999999999999996,High Access,3,3,3,81.2,Clay Loam,8.166666666666668,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35593149243027 26.20592449911868, 66.35596418383543 26.20557565808048, 66.3560001443833 26.205522626736354, 66.35608505124168 26.20550174228555, 66.3562290750974 26.205499930348804, 66.35653646535545 26.20552348736341, 66.35660012285697 26.205560475264594, 66.35652420606569 26.20562633273364, 66.35646290962094 26.205701339804808, 66.35645555404801 26.20580418772098, 66.35649432972363 26.20584974807212, 66.35649269515177 26.20592136759636, 66.3564357575683 26.206023331045603, 66.3563543922279 26.206106897012784, 66.35634948851357 26.206106809538326, 66.35591015220851 26.20599125876413, 66.35593149243027 26.20592449911868))"
313,3277,0.33,Marginally Suitable,2.45,Low Access,2,3,4,290.9,Clay Loam,8.100000381469727,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35440380704763 26.203217773274957, 66.35496500822842 26.20342967237233, 66.35490162334179 26.203598689746112, 66.35476431971524 26.20396347112732, 66.35436512232691 26.203830716308495, 66.35440380704763 26.203217773274957))"
105,3375,0.34,Moderately Suitable,2.75,Moderate Access,3,3,4,215.5,Clay Loam,8.233333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37338979256685 26.212788799871355, 66.37344001176672 26.21276731769705, 66.37409912782968 26.212824165957617, 66.37405299512882 26.21310999085677, 66.3739858847696 26.213225213758474, 66.37334020905747 26.21323132305747, 66.37338979256685 26.212788799871355))"
81,3425,0.34,Moderately Suitable,2.75,Moderate Access,3,3,4,217.0,Clay Loam,8.133333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37424942238331 26.214533437238803, 66.3742939204764 26.214543270944173, 66.37463156122409 26.21476444104632, 66.37464055166097 26.21480941546588, 66.37463982516103 26.214840749117478, 66.37446673657338 26.21524965139913, 66.37441188584636 26.215262105161276, 66.37397126397522 26.215200306191303, 66.37395718805551 26.21516420189704, 66.37424942238331 26.214533437238803))"
397,3510,0.35,Marginally Suitable,2.45,Low Access,2,3,4,350.3,Clay Loam,8.133333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36910237900786 26.20029384533967, 66.36913407225644 26.200209282410583, 66.36915495892556 26.200164906538348, 66.36918601649585 26.200107284141726, 66.36922179627196 26.200063115204944, 66.36924250132108 26.200027696452505, 66.36926774695222 26.200005699706125, 66.36930852137324 26.199961717989186, 66.36933876164731 26.199939823705684, 66.36937381494003 26.19992707390717, 66.36942839273952 26.19992805360677, 66.36957214760126 26.199939656090795, 66.3697594013046 26.20000128197629, 66.36983804424622 26.200038571332215, 66.36987209864121 26.200070506959086, 66.36986601425583 26.20011965347255, 66.36984485512505 26.200177550284746, 66.36982369599508 26.200235362269005, 66.36979754222179 26.200293156535167, 66.36976139916212 26.200355155330836, 66.369745507114 26.20039971869839, 66.36974496224379 26.200422095977913, 66.36972979668974 26.200435240044214, 66.36968484490019 26.20044788540429, 66.3696447061336 26.200465011301247, 66.3695946688969 26.200482032710543, 66.36954009108119 26.200481052932634, 66.36948079106452 26.200471029169314, 66.36942149105411 26.200456426246948, 66.3691004719643 26.20037890705677, 66.369091299993 26.20034738337421, 66.36910237900786 26.20029384533967))"
37,3591,0.36,Moderately Suitable,2.75,High Access,3,3,4,88.9,Clay Loam,8.033333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36440135475343 26.212588398217886, 66.36439490718416 26.213094425535232, 66.36439481637333 26.213098903798254, 66.36377439709965 26.213083051125743, 66.3637714911562 26.212554459555253, 66.36440135475343 26.212588398217886))"
58,3635,0.36,Marginally Suitable,2.15,Very Low Access,1,3,4,609.0,Clay Loam,8.100000381469727,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36978646319321 26.21955376333084, 66.36972543772816 26.220278251208743, 66.36930824893834 26.22027958854595, 66.36928972336585 26.219558096148283, 66.36978646319321 26.21955376333084))"
51,3657,0.37,Moderately Suitable,3.05,Very High Access,4,3,4,4.9,Clay Loam,8.133333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35487810373668 26.211226401646396, 66.35496864060038 26.211174278119284, 66.35594202632727 26.210950321884454, 66.3557160016327 26.211501582877915, 66.35485549222537 26.211346948841772, 66.35487810373668 26.211226401646396))"
320,3664,0.37,Moderately Suitable,2.9,Very High Access,4,3,3,45.2,Clay Loam,8.166666666666668,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35543994106156 26.20658284773935, 66.35551431394538 26.20636918832677, 66.35550605029113 26.20629288461182, 66.355596587257 26.206021318382547, 66.35572544581257 26.206032647975146, 66.35581970600106 26.206038908583693, 66.35598734024857 26.206091219643326, 66.35623316152513 26.20619872536517, 66.35626258380562 26.206217225973205, 66.35628165380307 26.206248938895836, 66.35628110894599 26.20627580796255, 66.35625077856943 26.20629759519158, 66.35619029944027 26.20633679196793, 66.356135450506 26.206349238640907, 66.35605508411373 26.206388122866745, 66.35592440929274 26.20645736889546, 66.35578792269872 26.20656681484788, 66.35567613629834 26.20667672953251, 66.35561983446425 26.20675183845996, 66.35558487284433 26.2067601881311, 66.35543812487406 26.20666342295584, 66.3554241402304 26.20662284126394, 66.35543994106156 26.20658284773935))"
260,3680,0.37,Moderately Suitable,2.7,Very High Access,4,2,4,4.5,Clay Loam,7.871428571428572,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Soil Quality (alkalinity, low organic carbon)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35494185185782 26.195012781709423, 66.35510085895537 26.19478724628855, 66.35541451443692 26.194528748291493, 66.3554383064928 26.194573999382552, 66.35540643240287 26.19466742690747, 66.35556189806674 26.194818101599456, 66.35523534757532 26.195425749607832, 66.35484550320461 26.195320070285803, 66.35494185185782 26.195012781709423))"
109,3692,0.37,Moderately Suitable,3.05,Very High Access,4,3,4,15.0,Clay Loam,8.233333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37664814706308 26.21541045131462, 66.37667411952987 26.215361615649144, 66.3766848354431 26.21532599259921, 66.37668601600984 26.215272266016633, 66.37673178567549 26.215223809105062, 66.37680198399931 26.21519374763896, 66.37717567897539 26.21513785365425, 66.37723488899196 26.215376392091432, 66.37606031599373 26.21593724397755, 66.37597495203973 26.215756498946, 66.37664814706308 26.21541045131462))"
27,3711,0.37,Marginally Suitable,2.4,Moderate Access,3,2,4,222.4,Clay Loam,8.100000381469727,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Soil Quality (alkalinity, low organic carbon)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3661284886937 26.21439384113049, 66.36661233052676 26.21451912597094, 66.36648882731639 26.215152904923745, 66.36645413744897 26.21514782179472, 66.36644914283472 26.215147718774084, 66.36597946767289 26.215058466750104, 66.3661284886937 26.21439384113049))"
53,3711,0.37,Marginally Suitable,2.15,Very Low Access,1,3,4,753.1,Clay Loam,8.100000381469727,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36774102399667 26.21952524133691, 66.36828725469728 26.21952627629177, 66.36820924765355 26.220125033466367, 66.36761861027351 26.220109765891827, 66.36774102399667 26.21952524133691))"
65,3717,0.37,Marginally Suitable,2.45,Low Access,2,3,4,287.9,Clay Loam,8.227777777777778,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37207501373955 26.218484766212505, 66.37279542642874 26.218466541229386, 66.37271433114348 26.21898465224951, 66.37200100189962 26.218904469589045, 66.37207501373955 26.218484766212505))"
219,3834,0.38,Moderately Suitable,3.05,Very High Access,4,3,4,5.2,Clay Loam,7.833333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35853682182024 26.190819074213962, 66.35927565150071 26.191079022660798, 66.35915432935226 26.191175348628043, 66.35906815068648 26.19125436310717, 66.35898932764033 26.191445566946495, 66.35828763956282 26.191298305377895, 66.35853682182024 26.190819074213962))"
110,3898,0.39,Moderately Suitable,2.75,High Access,3,3,4,74.6,Clay Loam,8.233333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3757913287698 26.21508572310869, 66.37622550436285 26.214990624931126, 66.37628816516427 26.21507687124998, 66.37650656989628 26.215080894470784, 66.3765173766191 26.21526474302968, 66.37649576317364 26.215340451828375, 66.37644009493351 26.215388719095234, 66.37632948497193 26.21544942531274, 66.37622459623535 26.215474405841633, 66.37598966369895 26.21554171416023, 66.37589458279699 26.215575856515073, 66.37584708775837 26.215480960999628, 66.37579859378427 26.21542625573069, 66.37572040407082 26.215371066752795, 66.37567145604434 26.215338838778212, 66.37562314371071 26.215279755530574, 66.37561124725325 26.215145155561824, 66.37560171192493 26.21512705204879, 66.3757913287698 26.21508572310869))"
98,3907,0.39,Marginally Suitable,2.45,Low Access,2,3,4,277.3,Clay Loam,8.133333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37347824374648 26.214380501546685, 66.37393421252284 26.214420200468155, 66.37404736476009 26.214467120226985, 66.37383949521818 26.215099365771255, 66.37374495955417 26.215106550661716, 66.37370382156128 26.21516852797916, 66.3735012192605 26.215124501378927, 66.37352873539119 26.21500402763598, 66.37341612813222 26.214934815531183, 66.37347824374648 26.214380501546685))"
80,3923,0.39,Moderately Suitable,2.75,Moderate Access,3,3,4,227.3,Clay Loam,8.133333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3732297813307 26.215271881833587, 66.37381043526213 26.215286900312048, 66.37381969812296 26.215318439172794, 66.37383704328433 26.21586973796508, 66.37319699810351 26.215844591056296, 66.3732297813307 26.215271881833587))"
292,3924,0.39,Moderately Suitable,2.75,Moderate Access,3,3,4,164.7,Clay Loam,8.066666666666668,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35157883061275 26.206054861061965, 66.35177697533007 26.206076435560238, 66.3523316356204 26.206140361528476, 66.35226661647457 26.2066005096528, 66.35150872626589 26.20651938170215, 66.35157883061275 26.206054861061965))"
116,3930,0.39,Moderately Suitable,2.75,Moderate Access,3,3,4,106.3,Clay Loam,8.233333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37442060384234 26.21244030244978, 66.37454592504967 26.212388845389967, 66.37471910447421 26.212414369712413, 66.37481245973937 26.21246090916075, 66.37494631741318 26.212467830426963, 66.37514383473095 26.212520722591528, 66.37515473224013 26.212919549116865, 66.37428220567196 26.21285437500986, 66.37442060384234 26.21244030244978))"
